LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Achillea millefolium,909,Achillea millefolium,94264,1023995,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA,274,cm2/g,Single,,,,27.4,mm2 mg-1,,,3.16192,"Shipley B., 2002. Trade-offs between net assimilation rate and specific leaf area in determining relative growth rate: relationship with daily irradiance, Functional Ecology(16) 682-689 ",SLA (cm g) = specific leaf area (ou 1/specific leaf mass (SLM))
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Stipa comata,51870,Stipa comata,94280,1024214,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA,155,cm2/g,Single,,,,15.5,mm2 mg-1,,,3.41794,"Shipley B., 2002. Trade-offs between net assimilation rate and specific leaf area in determining relative growth rate: relationship with daily irradiance, Functional Ecology(16) 682-689 ",SLA (cm g) = specific leaf area (ou 1/specific leaf mass (SLM))
Díaz,Sandra,86,Sheffield-Iran-Spain Database,Achillea millefolium,909,Achillea millefolium,158098,1661078,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,"Specific leaf area (mm2 mg-1) measured without petiole, but compound leaves measured with rachis",14.31123462,mm2/mg,Mean,,,,14.31123462,mm2 mg-1,,,0.887752,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",Continuous (mm2 leaf area / mg leaf mass)
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Achillea millefolium,909,Achillea millefolium,169987,1738940,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA (cm2/g),248.21,cm2/g,Single,,,,24.821,mm2 mg-1,,,2.75333,unpub.,"SLA (cm2(leaf area)/g(leaf dry mass)): specific leaf area, average per species"
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Agropyron trachycaulum,20408,Elymus trachycaulus,170002,1739135,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA (cm2/g),292.18,cm2/g,Single,,,,29.218,mm2 mg-1,,1012468,2.7582,unpub.,"SLA (cm2(leaf area)/g(leaf dry mass)): specific leaf area, average per species"
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Achillea millefolium,909,Achillea millefolium,172076,1798862,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA(cm2/g),101.8666667,cm2/g,Single,,,,10.18666667,mm2 mg-1,,,1.3898,unpub.,SLA (cm2/g): specific leaf area
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Achillea millefolium,909,Achillea millefolium,172077,1798881,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA(cm2/g),138.1428571,cm2/g,Single,,,,13.81428571,mm2 mg-1,,,0.771047,unpub.,SLA (cm2/g): specific leaf area
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Achillea millefolium,909,Achillea millefolium,172078,1798900,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA(cm2/g),231.6666667,cm2/g,Single,,,,23.16666667,mm2 mg-1,,,2.47833,unpub.,SLA (cm2/g): specific leaf area
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Achillea millefolium,909,Achillea millefolium,172079,1798919,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA(cm2/g),67.71428571,cm2/g,Single,,,,6.771428571,mm2 mg-1,,,2.61573,unpub.,SLA (cm2/g): specific leaf area
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Achillea millefolium,909,Achillea millefolium,172080,1798938,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA(cm2/g),189.2,cm2/g,Single,,,,18.92,mm2 mg-1,,,1.80965,unpub.,SLA (cm2/g): specific leaf area
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Plantago purshii,42553,Plantago patagonica,172497,1806380,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,sla (cm2/g),70.68,cm2/g,Single,,,,7.068,mm2 mg-1,,,2.67249,unpub.,sla (cm2/g)
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Plantago purshii,42553,Plantago patagonica,172498,1806395,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,sla (cm2/g),70.68,cm2/g,Single,,,,7.068,mm2 mg-1,,1806380,2.67249,unpub.,sla (cm2/g)
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Plantago purshii,42553,Plantago patagonica,172499,1806410,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,sla (cm2/g),70.68,cm2/g,Single,,,,7.068,mm2 mg-1,,1806380,2.67249,unpub.,sla (cm2/g)
Shipley,Bill,50,Leaf and Whole Plant Traits Database,Plantago purshii,42553,Plantago patagonica,172500,1806425,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,sla (cm2/g),70.68,cm2/g,Single,,,,7.068,mm2 mg-1,,1806380,2.67249,unpub.,sla (cm2/g)
Cornelissen,Johannes,1,Abisko & Sheffield Database,Achillea millefolium,909,Achillea millefolium,172588,1807903,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,Green SLA,20.2620552,mm2 / mg,Single,,,,20.2620552,mm2 mg-1,,,2.03595,"Quested, H. M., J. H. C. Cornelissen, M. C. Press, T. V. Callaghan, R. Aerts, F. Trosien, P. Riemann, D. Gwynn-Jones, A. Kondratchuk, and S. E. Jonasson. 2003. Decomposition of sub-arctic plants with differing nitrogen economies: A functional role for hemiparasites. Ecology 84:3209-3221.",cm^2/g; in the spreadsheet heading itself it's mm2/mg
Cornelissen,Johannes,1,Abisko & Sheffield Database,Achillea millefolium,909,Achillea millefolium,172661,1810430,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,Green SLA,20.2620552,mm2 / mg,Single,,,,20.2620552,mm2 mg-1,,1807903,2.03595,"Quested, H. M., J. H. C. Cornelissen, M. C. Press, T. V. Callaghan, R. Aerts, F. Trosien, P. Riemann, D. Gwynn-Jones, A. Kondratchuk, and S. E. Jonasson. 2003. Decomposition of sub-arctic plants with differing nitrogen economies: A functional role for hemiparasites. Ecology 84:3209-3221.",cm^2/g; in the spreadsheet heading itself it's mm2/mg
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,1123251,2188269,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,19.61,mm2/mg,Best estimate,,,,19.61,mm2 mg-1,,,1.92793,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,1123252,2188275,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,19.84,mm2/mg,Mean,,,,19.84,mm2 mg-1,,,1.96644,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,1123253,2188276,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,22.82,mm2/mg,Maximum,,,,22.82,mm2 mg-1,,,2.42854,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,1123254,2188277,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,16.27,mm2/mg,Minimum,,,,16.27,mm2 mg-1,,,1.31135,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,206875,2188278,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,19.61,mm2/mg,Median,,,,19.61,mm2 mg-1,,2188269,1.92793,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,1123255,2188287,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,9.3,mm2/mg,Best estimate,,,,9.3,mm2 mg-1,,,1.57656,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,206876,2188293,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,9.3,mm2/mg,Mean,,,,9.3,mm2 mg-1,,2188287,1.57656,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,206882,2188369,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,26.7,mm2/mg,Best estimate,,,,26.7,mm2 mg-1,,,3.05495,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,1123270,2188375,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,26.7,mm2/mg,Mean,,,,26.7,mm2 mg-1,,2188369,3.05495,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,206884,2188394,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,20.2620552,mm2/mg,Best estimate,,,,20.2620552,mm2 mg-1,,1807903,2.03595,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,1123272,2188400,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,20.2620552,mm2/mg,Mean,,,,20.2620552,mm2 mg-1,,1807903,2.03595,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,206885,2188407,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,19.08646226,mm2/mg,Best estimate,,,,19.08646226,mm2 mg-1,,,1.83857,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Kleyer,Michael,25,The LEDA Traitbase,Achillea millefolium,909,Achillea millefolium,1123273,2188413,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,SLA: petiole and rachis excluded,19.08646226,mm2/mg,Mean,,,,19.08646226,mm2 mg-1,,2188407,1.83857,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",
Cornelissen,Johannes,1,Abisko & Sheffield Database,Achillea millefolium,909,Achillea millefolium,801007,4674549,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,SLA: petiole  excluded,Green SLA,20.2620552,mm2/mg,Single,,,,20.2620552,mm2 mg-1,,1807903,2.03595,"Cornelissen, J. H. C., H. M. Quested, D. Gwynn-Jones, R. S. P. Van Logtestijn, M. A. H. De Beus, A. Kondratchuk, T. V. Callaghan, and R. Aerts. 2004. Leaf digestibility and litter decomposability are related in a wide range of subarctic plant species and types. Functional Ecology 18:779-786.",mm^2 / mg SLA 
